
Wed Apr 24 00:11:09 BDT 2013,1000,20,0.5,2000,34445.0
Wed Apr 24 00:11:10 BDT 2013,1000,20,0.5,2000,31518.0
Wed Apr 24 00:11:12 BDT 2013,1000,20,0.5,2000,17925.0
Wed Apr 24 00:11:13 BDT 2013,1000,20,0.5,2000,62085.0
Wed Apr 24 00:11:14 BDT 2013,1000,20,0.5,2000,33736.0
Wed Apr 24 00:11:15 BDT 2013,1000,20,0.5,2000,3589.0
Wed Apr 24 00:11:16 BDT 2013,1000,20,0.5,2000,13782.0
Wed Apr 24 00:11:18 BDT 2013,1000,20,0.5,2000,23347.0
Wed Apr 24 00:11:19 BDT 2013,1000,20,0.5,2000,25118.0
Wed Apr 24 00:12:04 BDT 2013,1000,100,0.5,2000,90484.0
Wed Apr 24 00:12:06 BDT 2013,1000,100,0.5,2000,85269.0
Wed Apr 24 00:12:08 BDT 2013,1000,100,0.5,2000,55154.0
Wed Apr 24 00:12:10 BDT 2013,1000,100,0.5,2000,85164.0
Wed Apr 24 00:12:11 BDT 2013,1000,100,0.5,2000,34430.0
Wed Apr 24 00:12:13 BDT 2013,1000,100,0.5,2000,100191.0
Wed Apr 24 00:12:15 BDT 2013,1000,100,0.5,2000,60292.0
Wed Apr 24 00:12:16 BDT 2013,1000,100,0.5,2000,60072.0
Wed Apr 24 00:12:18 BDT 2013,1000,100,0.5,2000,59115.0
Wed Apr 24 00:12:19 BDT 2013,1000,100,0.5,2000,66950.0
Wed Apr 24 00:12:21 BDT 2013,1000,100,0.5,2000,75645.0
Wed Apr 24 00:12:59 BDT 2013,1000,200,0.5,2000,96866.0
Wed Apr 24 00:13:02 BDT 2013,1000,200,0.5,2000,123491.0
Wed Apr 24 00:13:04 BDT 2013,1000,200,0.5,2000,105476.0
Wed Apr 24 00:13:06 BDT 2013,1000,200,0.5,2000,84183.0
Wed Apr 24 00:13:11 BDT 2013,1000,200,0.5,2000,62922.0
Wed Apr 24 00:13:14 BDT 2013,1000,200,0.5,2000,54533.0
Wed Apr 24 00:13:16 BDT 2013,1000,200,0.5,2000,106671.0
Wed Apr 24 00:13:18 BDT 2013,1000,200,0.5,2000,80723.0
Wed Apr 24 00:13:20 BDT 2013,1000,200,0.5,2000,67515.0
Wed Apr 24 00:14:18 BDT 2013,1000,400,0.5,2000,57130.0
Wed Apr 24 00:14:21 BDT 2013,1000,400,0.5,2000,85241.0
Wed Apr 24 00:14:24 BDT 2013,1000,400,0.5,2000,66373.0
Wed Apr 24 00:14:27 BDT 2013,1000,400,0.5,2000,41173.0
Wed Apr 24 00:14:30 BDT 2013,1000,400,0.5,2000,67885.0
Wed Apr 24 00:14:33 BDT 2013,1000,400,0.5,2000,94271.0
Wed Apr 24 00:14:37 BDT 2013,1000,400,0.5,2000,85074.0
Wed Apr 24 00:14:40 BDT 2013,1000,400,0.5,2000,86265.0
Wed Apr 24 00:14:43 BDT 2013,1000,400,0.5,2000,111029.0
Wed Apr 24 00:14:46 BDT 2013,1000,400,0.5,2000,68341.0
Wed Apr 24 00:14:50 BDT 2013,1000,400,0.5,2000,113307.0
Wed Apr 24 00:14:53 BDT 2013,1000,400,0.5,2000,92613.0
Wed Apr 24 00:14:56 BDT 2013,1000,400,0.5,2000,88041.0
Wed Apr 24 00:16:47 BDT 2013,1000,50,0.1,2000,115901.0
Wed Apr 24 00:16:50 BDT 2013,1000,50,0.1,2000,195078.0
Wed Apr 24 00:16:51 BDT 2013,1000,50,0.1,2000,152859.0
Wed Apr 24 00:16:52 BDT 2013,1000,50,0.1,2000,135207.0
Wed Apr 24 00:16:54 BDT 2013,1000,50,0.1,2000,141093.0
Wed Apr 24 00:16:55 BDT 2013,1000,50,0.1,2000,112076.0
Wed Apr 24 00:16:56 BDT 2013,1000,50,0.1,2000,155129.0
Wed Apr 24 00:16:58 BDT 2013,1000,50,0.1,2000,146175.0
Wed Apr 24 00:16:59 BDT 2013,1000,50,0.1,2000,139365.0
Wed Apr 24 00:17:00 BDT 2013,1000,50,0.1,2000,126790.0
Wed Apr 24 00:17:02 BDT 2013,1000,50,0.1,2000,122747.0
Wed Apr 24 00:17:33 BDT 2013,1000,50,0.2,2000,100642.0
Wed Apr 24 00:17:34 BDT 2013,1000,50,0.2,2000,154725.0
Wed Apr 24 00:17:36 BDT 2013,1000,50,0.2,2000,105240.0
Wed Apr 24 00:17:37 BDT 2013,1000,50,0.2,2000,100166.0
Wed Apr 24 00:17:38 BDT 2013,1000,50,0.2,2000,114810.0
Wed Apr 24 00:17:40 BDT 2013,1000,50,0.2,2000,139978.0
Wed Apr 24 00:17:41 BDT 2013,1000,50,0.2,2000,114460.0
Wed Apr 24 00:17:42 BDT 2013,1000,50,0.2,2000,160701.0
Wed Apr 24 00:17:44 BDT 2013,1000,50,0.2,2000,129131.0
Wed Apr 24 00:17:45 BDT 2013,1000,50,0.2,2000,170950.0
Wed Apr 24 00:18:25 BDT 2013,1000,50,0.3,2000,123036.0
Wed Apr 24 00:18:27 BDT 2013,1000,50,0.3,2000,87762.0
Wed Apr 24 00:18:29 BDT 2013,1000,50,0.3,2000,103771.0
Wed Apr 24 00:18:30 BDT 2013,1000,50,0.3,2000,105266.0
Wed Apr 24 00:18:32 BDT 2013,1000,50,0.3,2000,93250.0
Wed Apr 24 00:18:33 BDT 2013,1000,50,0.3,2000,102901.0
Wed Apr 24 00:18:34 BDT 2013,1000,50,0.3,2000,112297.0
Wed Apr 24 00:18:35 BDT 2013,1000,50,0.3,2000,90451.0
Wed Apr 24 00:19:29 BDT 2013,1000,50,0.3,2000,88460.0
Wed Apr 24 00:19:30 BDT 2013,1000,50,0.3,2000,90046.0
Wed Apr 24 00:19:32 BDT 2013,1000,50,0.3,2000,113285.0
Wed Apr 24 00:19:33 BDT 2013,1000,50,0.3,2000,123625.0
Wed Apr 24 00:20:09 BDT 2013,1000,50,0.4,2000,37113.0
Wed Apr 24 00:20:10 BDT 2013,1000,50,0.4,2000,41583.0
Wed Apr 24 00:20:12 BDT 2013,1000,50,0.4,2000,77048.0
Wed Apr 24 00:20:13 BDT 2013,1000,50,0.4,2000,79826.0
Wed Apr 24 00:20:15 BDT 2013,1000,50,0.4,2000,46071.0
Wed Apr 24 00:20:16 BDT 2013,1000,50,0.4,2000,81418.0
Wed Apr 24 00:20:17 BDT 2013,1000,50,0.4,2000,74466.0
Wed Apr 24 00:20:18 BDT 2013,1000,50,0.4,2000,50405.0
Wed Apr 24 00:20:20 BDT 2013,1000,50,0.4,2000,72381.0
Wed Apr 24 00:20:21 BDT 2013,1000,50,0.4,2000,74711.0
Wed Apr 24 00:20:48 BDT 2013,1000,50,0.6,2000,1185.0
Wed Apr 24 00:20:49 BDT 2013,1000,50,0.6,2000,62771.0
Wed Apr 24 00:20:51 BDT 2013,1000,50,0.6,2000,44716.0
Wed Apr 24 00:20:52 BDT 2013,1000,50,0.6,2000,25184.0
Wed Apr 24 00:20:54 BDT 2013,1000,50,0.6,2000,42293.0
Wed Apr 24 00:20:55 BDT 2013,1000,50,0.6,2000,17013.0
Wed Apr 24 00:20:56 BDT 2013,1000,50,0.6,2000,17640.0
Wed Apr 24 00:20:58 BDT 2013,1000,50,0.6,2000,34764.0
Wed Apr 24 00:20:59 BDT 2013,1000,50,0.6,2000,16527.0
Wed Apr 24 00:21:00 BDT 2013,1000,50,0.6,2000,21102.0
