Tue Apr 23 23:34:42 BDT 2013,1000,400,0.1,2000,1101668,
Tue Apr 23 23:34:49 BDT 2013,1000,50,0.1,2000,128116,
Tue Apr 23 23:34:51 BDT 2013,1000,50,0.1,2000,121218,
Tue Apr 23 23:34:52 BDT 2013,1000,50,0.1,2000,178997,
Tue Apr 23 23:34:54 BDT 2013,1000,50,0.1,2000,152283,
Tue Apr 23 23:34:55 BDT 2013,1000,50,0.1,2000,160611,
Tue Apr 23 23:34:56 BDT 2013,1000,50,0.1,2000,119303,
Tue Apr 23 23:34:58 BDT 2013,1000,50,0.1,2000,134868,
Tue Apr 23 23:34:59 BDT 2013,1000,50,0.1,2000,138029,
Tue Apr 23 23:35:00 BDT 2013,1000,50,0.1,2000,114123,
Tue Apr 23 23:35:01 BDT 2013,1000,50,0.1,2000,172150,
Tue Apr 23 23:35:02 BDT 2013,1000,50,0.1,2000,99749,
Tue Apr 23 23:36:52 BDT 2013,1000,50,0.2,2000,112405,
Tue Apr 23 23:37:00 BDT 2013,1000,50,0.2,2000,123652,
Tue Apr 23 23:37:02 BDT 2013,1000,50,0.2,2000,144419,
Tue Apr 23 23:37:03 BDT 2013,1000,50,0.2,2000,97001,
Tue Apr 23 23:37:04 BDT 2013,1000,50,0.2,2000,112198,
Tue Apr 23 23:37:06 BDT 2013,1000,50,0.2,2000,141462,
Tue Apr 23 23:37:07 BDT 2013,1000,50,0.2,2000,128116,
Tue Apr 23 23:37:08 BDT 2013,1000,50,0.2,2000,127063,
Tue Apr 23 23:37:09 BDT 2013,1000,50,0.2,2000,109354,
Tue Apr 23 23:37:11 BDT 2013,1000,50,0.2,2000,122628,
Tue Apr 23 23:37:12 BDT 2013,1000,50,0.2,2000,111485,
Tue Apr 23 23:37:13 BDT 2013,1000,50,0.2,2000,124803,
Tue Apr 23 23:37:56 BDT 2013,1000,50,0.3,2000,50380,
Tue Apr 23 23:37:58 BDT 2013,1000,50,0.3,2000,54137,
Tue Apr 23 23:37:59 BDT 2013,1000,50,0.3,2000,107069,
Tue Apr 23 23:38:01 BDT 2013,1000,50,0.3,2000,34735,
Tue Apr 23 23:38:02 BDT 2013,1000,50,0.3,2000,55938,
Tue Apr 23 23:38:03 BDT 2013,1000,50,0.3,2000,47534,
Tue Apr 23 23:38:04 BDT 2013,1000,50,0.3,2000,87576,
Tue Apr 23 23:38:06 BDT 2013,1000,50,0.3,2000,123353,
Tue Apr 23 23:38:07 BDT 2013,1000,50,0.3,2000,104699,
Tue Apr 23 23:38:08 BDT 2013,1000,50,0.3,2000,71578,
Tue Apr 23 23:38:09 BDT 2013,1000,50,0.3,2000,69199,
Tue Apr 23 23:38:11 BDT 2013,1000,50,0.3,2000,66696,
Tue Apr 23 23:39:10 BDT 2013,1000,50,0.4,2000,68746,
Tue Apr 23 23:39:12 BDT 2013,1000,50,0.4,2000,53814,
Tue Apr 23 23:39:13 BDT 2013,1000,50,0.4,2000,31562,
Tue Apr 23 23:39:14 BDT 2013,1000,50,0.4,2000,29887,
Tue Apr 23 23:39:15 BDT 2013,1000,50,0.4,2000,51003,
Tue Apr 23 23:39:17 BDT 2013,1000,50,0.4,2000,40037,
Tue Apr 23 23:39:18 BDT 2013,1000,50,0.4,2000,37659,
Tue Apr 23 23:39:19 BDT 2013,1000,50,0.4,2000,49436,
Tue Apr 23 23:39:20 BDT 2013,1000,50,0.4,2000,64297,
Tue Apr 23 23:39:21 BDT 2013,1000,50,0.4,2000,43271,
Tue Apr 23 23:39:22 BDT 2013,1000,50,0.4,2000,58926,
Tue Apr 23 23:39:24 BDT 2013,1000,50,0.4,2000,32037,
Tue Apr 23 23:39:25 BDT 2013,1000,50,0.4,2000,64660,
Tue Apr 23 23:40:16 BDT 2013,1000,50,0.6,2000,11955,
Tue Apr 23 23:40:17 BDT 2013,1000,50,0.6,2000,21874,
Tue Apr 23 23:40:19 BDT 2013,1000,50,0.6,2000,7620,
Tue Apr 23 23:40:20 BDT 2013,1000,50,0.6,2000,5324,
Tue Apr 23 23:40:22 BDT 2013,1000,50,0.6,2000,-934,
Tue Apr 23 23:40:23 BDT 2013,1000,50,0.6,2000,25120,
Tue Apr 23 23:40:24 BDT 2013,1000,50,0.6,2000,29196,
Tue Apr 23 23:40:26 BDT 2013,1000,50,0.6,2000,832,
Tue Apr 23 23:40:27 BDT 2013,1000,50,0.6,2000,7965,
Tue Apr 23 23:40:28 BDT 2013,1000,50,0.6,2000,14815,
Tue Apr 23 23:40:30 BDT 2013,1000,50,0.6,2000,13880,
Tue Apr 23 23:40:31 BDT 2013,1000,50,0.6,2000,17177,
Tue Apr 23 23:42:03 BDT 2013,1000,50,0.6,2000,1268,
Tue Apr 23 23:42:05 BDT 2013,1000,50,0.6,2000,4154,
Tue Apr 23 23:42:06 BDT 2013,1000,50,0.6,2000,3486,
Tue Apr 23 23:42:08 BDT 2013,1000,50,0.6,2000,3186,
Tue Apr 23 23:42:09 BDT 2013,1000,50,0.6,2000,912,
Tue Apr 23 23:42:10 BDT 2013,1000,50,0.6,2000,2669,
Tue Apr 23 23:42:12 BDT 2013,1000,50,0.6,2000,1409,
Tue Apr 23 23:42:13 BDT 2013,1000,50,0.6,2000,-2385,
Tue Apr 23 23:42:16 BDT 2013,1000,50,0.6,2000,-1711,
Tue Apr 23 23:42:17 BDT 2013,1000,50,0.6,2000,-1839,
Tue Apr 23 23:42:18 BDT 2013,1000,50,0.6,2000,4053,
Tue Apr 23 23:42:20 BDT 2013,1000,50,0.6,2000,8743,
Tue Apr 23 23:42:23 BDT 2013,1000,50,0.6,2000,6994,
Tue Apr 23 23:42:24 BDT 2013,1000,50,0.6,2000,754,
Tue Apr 23 23:42:26 BDT 2013,1000,50,0.6,2000,749,
Tue Apr 23 23:42:54 BDT 2013,1000,50,0.5,2000,2,2355
Tue Apr 23 23:42:55 BDT 2013,1000,50,0.5,2000,2,5704
Tue Apr 23 23:42:56 BDT 2013,1000,50,0.5,2000,2,3984
Tue Apr 23 23:42:58 BDT 2013,1000,50,0.5,2000,2,18221
Tue Apr 23 23:42:59 BDT 2013,1000,50,0.5,2000,2,3524
Tue Apr 23 23:43:00 BDT 2013,1000,50,0.5,2000,2,9957
Tue Apr 23 23:43:01 BDT 2013,1000,50,0.5,2000,2,10037
Tue Apr 23 23:43:02 BDT 2013,1000,50,0.5,2000,2,24502
Tue Apr 23 23:43:03 BDT 2013,1000,50,0.5,2000,2,14093
Tue Apr 23 23:43:05 BDT 2013,1000,50,0.5,2000,2,2456
Tue Apr 23 23:43:06 BDT 2013,1000,50,0.5,2000,2,14509
Tue Apr 23 23:43:07 BDT 2013,1000,50,0.5,2000,2,764
Tue Apr 23 23:43:09 BDT 2013,1000,50,0.5,2000,2,9700
Tue Apr 23 23:43:10 BDT 2013,1000,50,0.5,2000,2,2231
Tue Apr 23 23:43:11 BDT 2013,1000,50,0.5,2000,2,13497
Tue Apr 23 23:43:13 BDT 2013,1000,50,0.5,2000,2,8438
Tue Apr 23 23:44:50 BDT 2013,1000,50,0.5,2000,4,17005
Tue Apr 23 23:44:52 BDT 2013,1000,50,0.5,2000,4,23752
Tue Apr 23 23:44:54 BDT 2013,1000,50,0.5,2000,4,11950
Tue Apr 23 23:44:55 BDT 2013,1000,50,0.5,2000,4,19512
Tue Apr 23 23:44:56 BDT 2013,1000,50,0.5,2000,4,13217
Tue Apr 23 23:44:57 BDT 2013,1000,50,0.5,2000,4,54460
Tue Apr 23 23:44:59 BDT 2013,1000,50,0.5,2000,4,28770
Tue Apr 23 23:45:00 BDT 2013,1000,50,0.5,2000,4,36719
Tue Apr 23 23:45:01 BDT 2013,1000,50,0.5,2000,4,40614
Tue Apr 23 23:45:03 BDT 2013,1000,50,0.5,2000,4,31762
Tue Apr 23 23:45:04 BDT 2013,1000,50,0.5,2000,4,9670
Tue Apr 23 23:45:05 BDT 2013,1000,50,0.5,2000,4,33640
Tue Apr 23 23:45:06 BDT 2013,1000,50,0.5,2000,4,36983
,,,,,,
Tue Apr 23 23:49:21 BDT 2013,1000,50,0.5,2000,5,19211
Tue Apr 23 23:49:24 BDT 2013,1000,50,0.5,2000,5,15914
Tue Apr 23 23:49:28 BDT 2013,1000,50,0.5,2000,5,22420
Tue Apr 23 23:49:29 BDT 2013,1000,50,0.5,2000,5,53460
Tue Apr 23 23:49:45 BDT 2013,1000,50,0.5,2000,5,30870
Tue Apr 23 23:49:46 BDT 2013,1000,50,0.5,2000,5,40390
Tue Apr 23 23:49:48 BDT 2013,1000,50,0.5,2000,5,27470
Tue Apr 23 23:49:49 BDT 2013,1000,50,0.5,2000,5,52359
Tue Apr 23 23:49:50 BDT 2013,1000,50,0.5,2000,5,42341
Tue Apr 23 23:49:51 BDT 2013,1000,50,0.5,2000,5,25788
Tue Apr 23 23:49:53 BDT 2013,1000,50,0.5,2000,5,20013
Tue Apr 23 23:49:54 BDT 2013,1000,50,0.5,2000,5,17142
Tue Apr 23 23:49:55 BDT 2013,1000,50,0.5,2000,5,34298
Tue Apr 23 23:49:56 BDT 2013,1000,50,0.5,2000,5,35964
Tue Apr 23 23:49:58 BDT 2013,1000,50,0.5,2000,5,32050
